Altitude_ft,Airspeed_knots,Ejection_Type,Pilot_Posture,Time_of_Day,Weather,Terrain,System_Malfunction,Aircraft_Altitude,G_Force,Ejection_Success,Injury_Level
17103.26,419.37,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,13.39,1,severe
28235.15,518.49,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.76,1,Minor
6471.41,440.14,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,12.67,1,severe
17806.01,436.25,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,20.0,1,None
7773.73,906.64,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,10.52,1,severe
16419.87,658.16,Conventional,Optimal,Night,Clear,Land,0,Stable,14.69,1,severe
5875.52,910.25,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,14.07,1,severe
6039.48,746.63,Conventional,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
32817.35,687.88,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,17.53,1,None
6427.21,595.22,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,6.54,1,Minor
5039.42,842.68,Zero-Zero,Optimal,Night,Clear,Mountain,1,Stable,20.0,1,None
21878.98,387.22,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,11.21,1,severe
11253.87,685.12,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,9.46,1,severe
6151.77,338.8,Conventional,Optimal,Day,Storm,Mountain,0,Stable,8.33,1,Minor
33265.18,172.89,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,19.04,1,None
8984.86,410.67,Conventional,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
9904.7,579.13,Conventional,Optimal,Night,Clear,Water,0,Stable,6.59,1,Minor
8772.01,257.82,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,19.7,1,None
15287.99,416.49,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,9.37,1,severe
16422.16,365.07,Conventional,Optimal,Day,Clear,Land,0,Stable,19.63,1,None
18549.68,881.39,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,7.13,1,Minor
23289.73,534.14,Conventional,Optimal,Night,Clear,Water,0,Stable,18.64,1,None
14480.76,335.94,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,5.05,1,Minor
9805.86,355.97,Conventional,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
8679.08,335.92,Conventional,Optimal,Day,Clear,Water,0,Stable,12.33,1,severe
24477.96,575.04,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,15.0,1,None
5884.15,485.57,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.63,1,Minor
49049.17,346.85,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.92,1,Minor
10152.91,368.49,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,17.02,1,None
6872.6,391.88,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.21,1,severe
12177.02,477.9,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,7.94,1,Minor
27440.53,461.89,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,19.91,1,None
5007.06,882.96,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,6.22,1,Minor
9150.55,741.6,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
7317.34,367.01,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.33,1,severe
8578.77,638.49,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,19.41,1,None
20541.37,606.58,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,19.17,1,None
37975.65,318.04,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,13.39,1,severe
14412.44,623.4,Zero-Zero,Optimal,Night,Storm,Mountain,0,Stable,7.69,1,Minor
26466.84,326.38,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
8654.14,1000.98,Conventional,Optimal,Night,Storm,Water,0,Stable,20.0,1,None
11827.95,753.46,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,5.35,1,Minor
20635.52,474.44,Conventional,Optimal,Day,Clear,Water,0,Stable,6.68,1,Minor
34132.15,488.95,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
19757.33,706.78,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,7.95,1,Minor
13729.01,589.51,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
11305.33,297.43,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.41,1,Minor
50000.0,588.32,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.39,1,severe
30488.4,395.35,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
6433.71,480.2,Zero-Zero,Slouched,Day,Storm,Water,0,Stable,8.85,1,Minor
5656.18,385.24,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.67,1,severe
8963.98,615.76,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.47,1,severe
8776.79,717.28,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,17.41,1,None
6267.12,750.23,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
7010.47,665.14,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.48,1,None
10699.47,465.32,Conventional,Optimal,Day,Clear,Land,0,Stable,15.72,1,None
18981.07,435.69,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,10.82,1,severe
23867.45,813.01,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,13.52,1,severe
8559.73,845.12,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,14.68,1,severe
30204.8,472.9,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,20.0,1,None
20447.87,211.52,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.13,1,severe
12491.93,467.87,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,16.52,1,None
10053.45,299.5,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,16.78,1,None
20757.41,280.34,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,9.96,1,severe
5283.3,319.25,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,10.82,1,severe
5675.14,787.64,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,19.91,1,None
7175.54,429.57,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.69,1,severe
19537.29,835.54,Conventional,Slouched,Night,Clear,Water,0,Stable,10.92,0,severe
8897.11,466.64,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,14.44,1,severe
16016.58,818.36,Zero-Zero,Optimal,Day,Rain,Water,1,Stable,7.24,1,Minor
29087.28,899.16,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,6.18,1,Minor
18331.43,660.81,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.77,1,None
7797.84,283.03,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,10.59,1,severe
13162.9,497.88,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.27,1,Minor
14106.91,760.88,Conventional,Optimal,Night,Clear,Water,0,Stable,13.71,1,severe
17227.56,598.79,Conventional,Optimal,Day,Clear,Land,0,Stable,11.44,1,severe
13242.49,436.37,Conventional,Optimal,Night,Clear,Land,0,Stable,5.22,1,Minor
7920.39,586.98,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,19.62,1,None
10435.26,521.14,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.37,1,severe
23010.7,386.99,Conventional,Optimal,Day,Clear,Land,0,Stable,8.44,1,Minor
13787.68,499.59,Conventional,Optimal,Day,Clear,Land,0,Stable,18.26,1,None
15335.77,748.16,Conventional,Optimal,Day,Rain,Land,0,Stable,19.33,1,None
8121.94,781.91,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,15.45,1,None
20322.52,204.0,Conventional,Slouched,Night,Rain,Land,0,Stable,6.22,1,Minor
5738.0,353.87,Conventional,Optimal,Day,Clear,Land,0,Stable,15.01,1,None
5027.57,802.87,Conventional,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
10768.31,350.06,Conventional,Optimal,Night,Clear,Land,1,Stable,9.97,1,severe
43074.79,363.91,Zero-Zero,Optimal,Day,Storm,Mountain,0,Stable,7.25,1,Minor
22538.24,404.34,Conventional,Slouched,Night,Clear,Water,0,Stable,19.84,1,None
43196.9,523.5,Conventional,Optimal,Day,Storm,Mountain,1,Stable,12.56,0,severe
39346.22,621.15,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
13806.53,648.28,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.7,1,severe
9390.85,321.96,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,5.08,1,Minor
29486.64,516.6,Conventional,Optimal,Day,Clear,Land,0,Stable,13.94,1,severe
50000.0,939.68,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,13.87,1,severe
27903.95,331.94,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.17,1,severe
8436.37,811.82,Conventional,Optimal,Night,Clear,Water,0,Stable,5.12,1,Minor
9725.33,542.09,Conventional,Optimal,Day,Clear,Land,0,Stable,14.29,1,severe
6239.97,433.05,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
23760.06,820.62,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,10.62,1,severe
9472.32,524.97,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,6.47,1,Minor
13381.44,439.05,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.36,1,None
15332.93,512.97,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,17.34,1,None
21251.06,324.16,Conventional,Optimal,Night,Clear,Land,0,Stable,12.3,1,severe
33079.91,892.29,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.24,1,severe
5930.03,472.06,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
5064.68,582.09,Conventional,Optimal,Night,Clear,Water,0,Stable,7.26,1,Minor
5655.77,377.19,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,11.99,1,severe
5851.34,559.17,Conventional,Slouched,Day,Storm,Land,0,Stable,19.75,0,Fatal
39403.14,639.52,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,11.22,1,severe
9199.27,417.72,Conventional,Optimal,Day,Storm,Mountain,0,Stable,5.34,1,Minor
26181.15,421.04,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,15.48,1,None
9804.9,524.31,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,13.04,1,severe
10027.56,519.11,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
8418.65,339.54,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.83,1,severe
11822.89,511.31,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,13.7,1,severe
25748.06,547.9,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,5.44,1,Minor
50000.0,876.91,Conventional,Optimal,Night,Clear,Water,0,Stable,16.36,1,None
21618.87,511.17,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,5.24,1,Minor
9607.8,587.86,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,16.92,1,None
9864.98,603.75,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,6.98,1,Minor
10346.55,429.72,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.13,1,Minor
9034.04,457.32,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.51,1,Minor
15807.85,592.07,Conventional,Slouched,Night,Clear,Land,0,Stable,10.37,1,severe
9225.21,369.12,Conventional,Slouched,Day,Clear,Land,0,Stable,15.74,1,None
8708.52,350.55,Zero-Zero,Slouched,Night,Storm,Water,0,Stable,10.55,1,severe
9909.07,610.8,Conventional,Optimal,Day,Rain,Land,0,Stable,12.6,1,severe
6758.27,834.14,Conventional,Optimal,Day,Rain,Land,0,Stable,13.42,1,severe
41315.32,561.88,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,15.23,1,None
11685.4,673.1,Conventional,Optimal,Day,Clear,Water,0,Stable,7.8,1,Minor
8807.82,661.9,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.96,1,severe
24042.59,444.96,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.18,1,None
30196.57,950.59,Zero-Zero,Optimal,Night,Storm,Mountain,0,Stable,13.05,1,severe
23878.56,464.46,Conventional,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
9464.03,496.85,Conventional,Optimal,Night,Clear,Land,0,Stable,13.14,1,severe
21226.45,562.9,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,19.97,1,None
19960.84,784.59,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,20.0,1,None
26265.83,362.22,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,16.63,1,None
14153.9,929.17,Conventional,Slouched,Night,Clear,Land,0,Stable,14.99,0,severe
24261.21,736.51,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
25775.05,580.69,Conventional,Optimal,Day,Storm,Land,0,Stable,19.88,1,None
14466.19,380.08,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.42,1,Minor
7593.29,477.64,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.07,1,Minor
16626.81,547.81,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.9,1,severe
13355.74,479.34,Zero-Zero,Optimal,Day,Rain,Land,1,Stable,20.0,1,None
14903.39,596.63,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,7.12,1,Minor
5211.45,322.38,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,11.79,1,severe
9275.75,886.7,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,12.61,1,severe
32416.76,695.94,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,10.12,1,severe
7134.24,727.0,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,9.09,1,severe
5693.56,868.7,Conventional,Slouched,Night,Clear,Land,0,Stable,17.96,0,Fatal
27913.72,1040.76,Conventional,Optimal,Day,Clear,Land,0,Stable,8.9,1,Minor
8795.08,910.98,Conventional,Optimal,Day,Clear,Water,0,Stable,13.75,1,severe
19485.87,887.82,Conventional,Optimal,Day,Clear,Water,0,Stable,19.04,1,None
6254.25,332.31,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.08,1,severe
31111.15,423.39,Conventional,Optimal,Day,Clear,Land,0,Stable,12.05,1,severe
17370.58,586.09,Zero-Zero,Slouched,Day,Storm,Mountain,0,Stable,14.14,1,severe
15009.74,399.93,Conventional,Optimal,Night,Clear,Water,0,Stable,12.23,1,severe
8512.22,375.15,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,14.52,1,severe
32713.56,691.72,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.98,1,severe
23546.39,793.93,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,19.76,1,None
33783.47,652.59,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,18.53,1,None
10359.13,675.72,Conventional,Slouched,Night,Rain,Land,0,Stable,19.34,0,Fatal
22774.82,284.89,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.61,1,severe
10852.24,475.28,Conventional,Optimal,Day,Clear,Land,0,Stable,8.12,1,Minor
11708.47,517.71,Zero-Zero,Slouched,Night,Clear,Mountain,0,Stable,9.4,1,severe
11923.73,687.29,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,7.5,1,Minor
19908.37,348.54,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.46,1,None
10294.94,332.8,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,8.62,1,Minor
7553.69,501.75,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.07,1,severe
9835.16,545.16,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
10363.79,427.67,Conventional,Optimal,Day,Clear,Land,1,Stable,20.0,1,None
7096.58,592.35,Conventional,Optimal,Day,Rain,Land,0,Stable,11.91,1,severe
21798.32,437.03,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6104.2,736.51,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,16.45,1,None
50000.0,288.23,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.49,1,severe
7670.24,672.54,Conventional,Optimal,Night,Rain,Land,0,Stable,13.81,1,severe
27958.8,449.32,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,12.08,1,severe
18244.14,759.8,Conventional,Optimal,Day,Rain,Water,0,Stable,17.18,1,None
11463.54,293.72,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,20.0,1,None
14718.22,955.26,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,16.25,1,None
16797.62,323.31,Conventional,Slouched,Night,Rain,Land,0,Stable,5.84,1,Minor
50000.0,595.14,Conventional,Optimal,Day,Clear,Land,0,Stable,18.48,1,None
43144.78,499.02,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,16.25,1,None
43047.78,332.84,Conventional,Optimal,Day,Clear,Water,0,Stable,12.93,1,severe
19167.16,565.95,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,8.23,1,Minor
8447.3,476.55,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.67,1,Minor
12988.4,818.09,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.26,1,Minor
8096.78,406.63,Conventional,Optimal,Night,Clear,Land,0,Stable,15.99,1,None
16331.91,539.38,Conventional,Optimal,Night,Clear,Land,0,Stable,8.78,1,Minor
16428.23,360.5,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.26,1,severe
8594.58,852.76,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
18472.06,501.45,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.33,1,severe
14950.71,280.0,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.98,1,severe
7054.73,299.51,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.5,1,None
38723.46,837.79,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,6.26,1,Minor
8172.4,781.9,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,11.63,1,severe
14912.98,716.36,Zero-Zero,Optimal,Day,Storm,Mountain,0,Stable,16.19,1,None
17922.51,761.6,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,12.48,1,severe
15260.45,459.81,Conventional,Slouched,Day,Clear,Land,0,Stable,12.67,1,severe
21511.82,540.31,Conventional,Optimal,Day,Clear,Land,0,Stable,19.25,1,None
8433.54,472.83,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.18,1,severe
21930.49,378.22,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.33,1,severe
8543.74,438.42,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
9736.61,619.46,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,19.43,1,None
22556.59,702.79,Conventional,Slouched,Night,Clear,Land,0,Stable,20.0,0,Fatal
6126.52,829.26,Conventional,Optimal,Day,Clear,Land,0,Stable,15.43,1,None
15963.92,537.94,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,12.76,1,severe
9549.34,901.17,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,20.0,1,None
11224.24,817.18,Conventional,Optimal,Night,Clear,Land,0,Stable,8.86,1,Minor
6509.46,302.63,Zero-Zero,Slouched,Night,Storm,Land,1,Stable,19.62,1,None
20452.85,714.4,Conventional,Optimal,Day,Clear,Land,0,Stable,7.44,1,Minor
12891.0,945.92,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,15.45,1,None
22241.8,236.0,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
5350.08,616.44,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,8.92,1,Minor
6328.67,772.42,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,13.42,1,severe
9049.05,855.0,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,8.33,1,Minor
7808.17,752.59,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.92,1,Minor
10048.4,640.26,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,16.62,1,None
19964.63,807.58,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,20.0,1,None
20650.16,792.09,Conventional,Optimal,Night,Clear,Mountain,1,Stable,11.86,0,severe
14851.45,373.17,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.47,1,Minor
13455.5,695.1,Conventional,Optimal,Day,Clear,Land,0,Stable,10.15,1,severe
50000.0,399.02,Conventional,Optimal,Night,Clear,Land,0,Stable,5.96,1,Minor
22255.91,302.56,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.44,1,None
7585.99,550.42,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.81,1,None
12020.89,466.07,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
26041.98,661.83,Conventional,Optimal,Day,Rain,Land,0,Stable,16.82,1,None
23762.98,258.12,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
39437.45,378.1,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
26511.76,857.58,Zero-Zero,Slouched,Night,Clear,Land,1,Stable,14.49,0,severe
9022.61,209.77,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.92,1,Minor
23641.39,316.09,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,18.14,1,None
5723.44,573.27,Zero-Zero,Optimal,Day,Clear,Water,1,Stable,10.69,1,severe
6267.26,561.42,Conventional,Optimal,Day,Clear,Water,0,Stable,19.98,1,None
13573.64,388.76,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,13.45,1,severe
12077.95,404.46,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
10345.54,507.36,Conventional,Optimal,Night,Clear,Land,0,Stable,13.22,1,severe
5996.32,603.42,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,20.0,1,None
12756.81,396.55,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,6.09,1,Minor
13535.48,1006.48,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,15.53,1,None
8726.88,492.77,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,11.85,1,severe
16171.78,859.77,Conventional,Optimal,Night,Clear,Water,0,Stable,8.8,1,Minor
31389.79,350.12,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,20.0,1,None
18061.85,812.7,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,14.0,1,severe
5492.76,412.97,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,12.94,1,severe
18994.51,912.54,Conventional,Slouched,Day,Rain,Land,0,Stable,20.0,0,Fatal
6137.97,361.48,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.26,1,None
20215.12,365.03,Conventional,Optimal,Night,Clear,Land,0,Stable,8.92,1,Minor
23866.83,871.45,Zero-Zero,Optimal,Day,Clear,Water,1,Stable,8.25,1,Minor
10868.6,758.9,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,7.52,1,Minor
5693.51,897.97,Conventional,Optimal,Night,Clear,Land,0,Stable,16.22,1,None
20239.44,439.68,Conventional,Optimal,Day,Clear,Land,0,Stable,16.09,1,None
13222.71,905.68,Zero-Zero,Optimal,Night,Rain,Land,1,Stable,20.0,1,None
8495.97,408.58,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.39,1,severe
8122.97,496.07,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,11.79,1,severe
13811.95,447.11,Conventional,Optimal,Day,Rain,Land,0,Stable,19.8,1,None
14517.77,719.55,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,12.39,1,severe
10945.86,568.15,Conventional,Optimal,Day,Storm,Water,0,Stable,11.79,1,severe
10449.91,611.18,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
34518.57,650.29,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,10.26,1,severe
15819.06,581.8,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.36,1,severe
8681.57,545.83,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,19.15,1,None
6874.19,657.96,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,15.85,1,None
14141.57,592.71,Conventional,Optimal,Night,Rain,Water,0,Stable,20.0,1,None
41234.86,532.96,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.22,1,severe
10824.63,425.35,Zero-Zero,Slouched,Night,Storm,Mountain,0,Stable,19.16,1,None
6858.05,295.92,Conventional,Slouched,Day,Clear,Land,0,Stable,18.64,1,None
7015.56,534.92,Conventional,Optimal,Day,Storm,Mountain,0,Stable,20.0,1,None
6083.52,402.11,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.57,1,severe
8646.95,583.57,Conventional,Slouched,Day,Clear,Water,0,Stable,6.91,1,Minor
19049.86,350.5,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,8.47,1,Minor
8285.67,502.26,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.02,1,Minor
38053.31,480.28,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,7.77,1,Minor
8303.7,577.84,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,6.07,1,Minor
9343.61,557.39,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.37,1,severe
18508.86,334.37,Conventional,Slouched,Day,Clear,Water,0,Stable,11.79,1,severe
33641.06,653.56,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.55,1,severe
37765.67,617.21,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,17.48,1,None
29170.55,714.74,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,13.85,1,severe
12163.9,482.32,Conventional,Optimal,Day,Clear,Land,0,Stable,12.81,1,severe
13260.13,427.84,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
7906.72,558.06,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,10.36,1,severe
24004.23,201.64,Conventional,Optimal,Day,Rain,Water,0,Stable,11.38,1,severe
7953.93,665.23,Conventional,Optimal,Day,Clear,Land,0,Stable,13.45,1,severe
13152.52,863.21,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,20.0,1,None
5438.75,906.27,Conventional,Optimal,Day,Rain,Water,0,Stable,8.63,1,Minor
15940.16,589.12,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,17.3,1,None
7260.81,681.27,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,9.54,1,severe
10854.68,395.95,Conventional,Optimal,Night,Clear,Water,0,Stable,18.21,1,None
15020.73,412.81,Conventional,Optimal,Night,Rain,Land,0,Stable,16.72,1,None
12171.16,764.98,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.32,1,Minor
11078.39,481.52,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,16.15,1,None
12338.5,372.99,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,6.32,1,Minor
29077.52,338.05,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,13.23,1,severe
23378.67,277.22,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,7.45,1,Minor
24686.03,779.45,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,20.0,1,None
9532.28,384.53,Conventional,Optimal,Night,Clear,Land,0,Stable,17.58,1,None
5899.72,379.74,Conventional,Optimal,Day,Storm,Water,0,Stable,9.1,1,severe
21306.43,305.56,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,20.0,1,None
13424.55,674.54,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.81,1,severe
